Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
GMX News,GMX.DE,187741777922914,NEWS_SITE,DE,"Die Redaktion von GMX versorgt Euch auch auf Facebook mit News, Berichten und Videos. Hilfe bei technischen Fragen gibt es hier: http://j.mp/GMX-Hilfe",2015-11-17 19:34:22 CET,535444,532253,2021-05-05 20:47:11 CEST,2021-05-05,20:47:11,Link,358,71,99,17,0,1,2,2,165,1,,-,0,0,0,N/A,https://www.facebook.com/187741777922914/posts/4246475338716184,Klagen gegen Ausgangsbeschränkungen hält das oberste deutsche Verfassungsgericht nicht für eilbedürftig.,https://gmx.net/magazine/news/coronavirus/bundesverfassungsgericht-lehnt-eilantraege-naechtliche-ausgangssperre-35787410#.homepage.hero.Bundesverfassungsgericht%20lehnt%20Eilantr%C3%A4ge%20gegen%20n%C3%A4chtliche%20Ausgangssperre%20ab.2,https://www.gmx.net/magazine/news/coronavirus/bundesverfassungsgericht-lehnt-eilantraege-naechtliche-ausgangssperre-35787410,,Bundesverfassungsgericht lehnt Eilanträge gegen nächtliche Ausgangssperre ab,Mit einem einheitlichen Vorgehen wollen Bund und Länder der Corona-Pandemie Einhalt gebieten. Dagegen gibt es viele Klagen. Die gegen die Ausgangsbeschränkungen hält das oberste deutsche Verfassungsgericht aber nicht für eilbedürftig.,,,,3.51
FOCUS Online,focus.de,37124189409,NEWS_SITE,DE,"Aktuelle Nachrichten und Hintergründe von FOCUS und FOCUS Online. ""Gefällt mir"" klicken und mitdiskutieren.",2014-09-30 23:07:01 CEST,894676,901596,2021-05-06 09:10:03 CEST,2021-05-06,09:10:03,Link,512,105,247,3,3,5,114,3,31,1,,-,0,0,0,N/A,https://www.facebook.com/37124189409/posts/10159869894524410,"""Auch wenn Dir das wahrscheinlich völlig egal ist: Du hast Hausverbot!"", erklärt Peter Küpperfahrenberg auf Facebook.",https://www.focus.de/sport/fussball/bezirksligist-aus-essen-heimatklub-erteilt-lehmann-hausverbot-wegen-rassistischer-aeusserung_id_13267329.html?utm_source=facebook&utm_medium=social&utm_campaign=facebook-focus-online-sport&fbc=facebook-focus-online-sport&ts=202105060725&cid=06052021,,,Heimatklub erteilt Lehmann Hausverbot wegen rassistischer Äußerung,"Jens Lehmann gerät immer mehr ins Abseits. Nach seinem Rausschmiss bei Hertha BSC und der Trennung als Botschafter beim Laureus hat nun auch sein Heimatklub reagiert und dem Ex-Nationalkeeper ein Hausverbot erteilt, der sich rassistisch gegenüber Dennis Aogo äußerte.",,,,3.48
ntv Nachrichten,ntvNachrichten,126049165307,TV_CHANNEL,DE,"Breaking News, aktuelle Videos und Artikel von http://www.n-tv.de | Zum Impressum",2014-10-06 20:31:53 CEST,1067406,1143728,2021-05-05 20:22:58 CEST,2021-05-05,20:22:58,Link,623,51,273,14,1,1,206,5,72,0,,-,0,0,0,N/A,https://www.facebook.com/126049165307/posts/10158279069405308,"Das ""Aufholpaket"" kommt!",https://www.n-tv.de/politik/Giffey-verkuendet-Gamechanger-fuer-Kinder-article22535500.html?utm_medium=Social&utm_source=Facebook#Echobox=1620227585,,,"Giffey verkündet ""Gamechanger"" für Kinder","Die Pläne sind groß, die Kosten immens: Das Kabinett beschließt per Gesetz Nachhilfeangebote, um die Pandemiefolgen aufzuholen, und einen Rechtsanspruch auf Ganztagsbe...",,,,3.48
GMX News,GMX.DE,187741777922914,NEWS_SITE,DE,"Die Redaktion von GMX versorgt Euch auch auf Facebook mit News, Berichten und Videos. Hilfe bei technischen Fragen gibt es hier: http://j.mp/GMX-Hilfe",2015-11-17 19:34:22 CET,535444,532253,2021-05-05 17:49:00 CEST,2021-05-05,17:49:00,Link,397,137,168,6,0,3,41,3,39,0,,-,0,0,0,N/A,https://www.facebook.com/187741777922914/posts/4245944638769254,Der ehemalige US-Präsident darf jedoch weiter auf ein Comeback hoffen.,https://gmx.net/magazine/politik/us-politik/facebook-sperrt-trump-pruefung-comeback-folgt-35786506,https://www.gmx.net/magazine/politik/us-politik/facebook-sperrt-trump-pruefung-comeback-folgt-35786506,,Facebook sperrt Trump weiterhin - weitere Prüfung auf Comeback folgt,,,,,3.45
DER SPIEGEL,derspiegel,38246844868,NEWS_SITE,DE,"DER SPIEGEL steht für unabhängigen investigativen Journalismus. Er ermöglicht seinen Leserinnen und Lesern den Blick hinter die Fassade der vordergründigen Nachrichtenwelt, liefert Hintergründe und ordnet ein. DER SPIEGEL sagt, was ist.",2014-08-27 23:54:12 CEST,1924419,2110785,2021-05-06 07:05:02 CEST,2021-05-06,07:05:02,Link,"1,379",387,708,17,1,10,119,124,11,2,,-,0,0,0,N/A,https://www.facebook.com/38246844868/posts/10159925479584869,Deutschlandweit wurden nach RKI-Angaben binnen 24 Stunden 250 neue Todesfälle verzeichnet.,https://www.spiegel.de/wissenschaft/medizin/corona-news-am-donnerstag-die-wichtigsten-entwicklungen-zu-sars-cov-2-und-covid-19-a-bd72a0b7-1c36-498d-bca7-36be569dd5ff,,,"Corona-News am Donnerstag: Sieben-Tage-Inzidenz sinkt auf 129,1",Das RKI hat binnen 24 Stunden 250 neue Todesfälle im Zusammenhang mit dem Coronavirus registriert. Und: Psychologen sehen ein Risiko für Unmut durch Lockerungen für Geimpfte. Der Überblick.,,,,3.43
FOCUS Online,focus.de,37124189409,NEWS_SITE,DE,"Aktuelle Nachrichten und Hintergründe von FOCUS und FOCUS Online. ""Gefällt mir"" klicken und mitdiskutieren.",2014-09-30 23:07:01 CEST,894676,901596,2021-05-06 05:00:04 CEST,2021-05-06,05:00:04,Link,523,23,122,112,0,3,11,3,249,0,,-,0,0,0,N/A,https://www.facebook.com/37124189409/posts/10159869560629410,"Vor allem die B6-Stellen sind beliebt, weil sie nicht gekündigt werden können und eine sichere Rente versprechen. Ein Gastbeitrag:",https://www.focus.de/kultur/gesellschaft/versorgungswerk-der-politik-aktion-abendsonne-gestartet-so-werden-verdiente-parteifreunde-in-lukrative-posten-gehievt_id_13263245.html?utm_source=facebook&utm_medium=social&utm_campaign=facebook-focus-online&fbc=facebook-focus-online&ts=202105052027&cid=05052021,,,"Teure Jobs für gute Freunde: Kurz vor Abgang starten GroKo-Minister ""Aktion Abendsonne""","Die guten Umfrageergebnisse für die Grünen und der stille Sinkflug der drei Koalitionsparteien CDU, CSU und SPD kommen den Steuerzahler teuer zu stehen. Denn Christ- und Sozialdemokraten im Regierungsapparat haben – von Verlustangst gepeinigt – die „Aktion Abendsonne“ gestartet.",,,,3.4
FOCUS Online,focus.de,37124189409,NEWS_SITE,DE,"Aktuelle Nachrichten und Hintergründe von FOCUS und FOCUS Online. ""Gefällt mir"" klicken und mitdiskutieren.",2014-09-30 23:07:01 CEST,894660,901536,2021-05-05 16:30:18 CEST,2021-05-05,16:30:18,Link,656,170,278,40,1,6,63,4,93,1,,-,0,0,0,N/A,https://www.facebook.com/37124189409/posts/10159867974054410,"Medienwissenschaftlerin Christine Horz-Ishak fordert die Öffentlich-Rechtlichen dazu auf, sich der Diskussion zu stellen.",https://www.focus.de/kultur/gesellschaft/nach-loeschen-von-umstrittenem-tweet-baerbock-und-die-oeffentlich-rechtlichen-wie-nah-sind-ard-und-zdf-den-gruenen-wirklich_id_13263598.html?utm_source=facebook&utm_medium=social&utm_campaign=facebook-focus-online&fbc=facebook-focus-online&ts=202105051215&cid=05052021,,,Baerbock und die Öffentlich-Rechtlichen: Wie nah sind ARD und ZDF den Grünen wirklich?,"Nach dem Löschen eines umstrittenen ARD-Tweets zu Annalena Baerbock werfen Kritiker den Öffentlich-Rechtlichen wieder einmal vor, nicht objektiv genug zu berichten. Die Kölner Medienwissenschaftlerin Christine Horz-Ishak erklärt im Interview mit FOCUS Online, was wirklich dran ist, am Vorwurf de...",,,,3.36
FAZ.NET - Frankfurter Allgemeine Zeitung,faz,346392590975,NEWS_SITE,DE,"Aktuelle Nachrichten und tiefgehende Berichterstattung aus den Bereichen Politik, Wirtschaft, Kultur und Sport.",2014-09-30 23:06:41 CEST,565422,576313,2021-05-05 15:02:04 CEST,2021-05-05,15:02:04,Link,665,357,168,17,35,5,78,1,1,3,,-,0,0,0,N/A,https://www.facebook.com/346392590975/posts/10158158670075976,"Wir Deutschen werden nie vergessen, dass die Niederlande uns nach dem Zweiten Weltkrieg und nach dem Zivilisationsbruch der Schoa die Hand zur Versöhnung gereicht haben“, sagte Merkel",https://buff.ly/3h3HOVA,https://www.faz.net/aktuell/politik/ausland/merkel-dankt-niederlaendern-fuer-versoehnung-nach-zweitem-weltkrieg-17326917.html?utm_campaign=GEPC%253Ds6&utm_content=buffer36f17&utm_medium=social&utm_source=facebook.com,,Merkel dankt Niederländern für Versöhnung nach dem Zweiten Weltkrieg,Die Kanzlerin hat der Befreiung der Niederlande von der deutschen Besatzung 1945 gedacht - und der Gräuel der Nazis.,,,,3.36
FOCUS Online,focus.de,37124189409,NEWS_SITE,DE,"Aktuelle Nachrichten und Hintergründe von FOCUS und FOCUS Online. ""Gefällt mir"" klicken und mitdiskutieren.",2014-09-30 23:07:01 CEST,894660,901536,2021-05-05 20:13:03 CEST,2021-05-05,20:13:03,Link,611,106,194,25,5,3,20,3,255,0,,-,0,0,0,N/A,https://www.facebook.com/37124189409/posts/10159868439234410,"+++ „Damit ist nicht entschieden, dass die Ausgangsbeschränkung mit dem Grundgesetz vereinbar ist“, teilte das Gericht am in Karlsruhe aber mit. +++",https://www.focus.de/gesundheit/news/streit-um-bundes-notbremse-bundesverfassungsgericht-lehnt-eilantraege-gegen-ausgangssperre-ab_id_13266852.html?utm_source=facebook&utm_medium=social&utm_campaign=facebook-focus-online&fbc=facebook-focus-online&ts=202105052012&cid=05052021,,,Streit um Bundes-Notbremse: Bundesverfassungsgericht lehnt Eilanträge gegen Ausgangssperre ab,Alle Neuigkeiten zur Corona-Pandemie: Die Lage bessert sich. Jeder vierte Landkreis in Deutschland hat nun wieder eine 7-Tage-Inzidenz unter 100. Markus Söder (CSU) plant währenddessen größere Corona-Lockerungen in Bayern. Alle aktuellen Corona-News finden Sie hier im News-Ticker von FOCUS Onlin...,,,,3.3
Bild,bild,25604775729,NEWS_SITE,DE,"Offizielle Seite von BILD. Diskutiere über die Themen des Tages. Einfach ""Gefällt mir"" klicken und mitreden! http://www.BILD.de",2014-02-06 01:43:47 CET,2546152,2527790,2021-05-06 07:33:01 CEST,2021-05-06,07:33:01,Link,981,50,349,76,0,5,1,46,454,0,,-,0,0,0,N/A,https://www.facebook.com/25604775729/posts/10160632881195730,Die beiden etwa 18 Jahre alten Täter sind geflüchtet.,https://www.bild.de/regional/hannover/hannover-aktuell/in-wolfsburg-maenner-attackieren-13-jaehrige-schwer-verletzt-76300044.bild.html,,,Übergriff am Kinderspielplatz: Männer attackieren 13-Jährige und verletzen sie schwer,,,,,3.27
Süddeutsche Zeitung,ihre.sz,215982125159841,MEDIA_NEWS_COMPANY,DE,"Deutschlands große Zeitung. Seit 1945. Mit dem Newsportal SZ.de. 
Impressum: http://www.sz.de/impressum
Datenschutz: https://datenschutz.sueddeutsche.de/sz",2014-09-30 23:06:42 CEST,780579,795308,2021-05-05 18:15:00 CEST,2021-05-05,18:15:00,Native Video,683,181,199,86,2,4,135,1,74,1,crosspost,Yes,41490,45120,46029,00:06:27,https://www.facebook.com/215982125159841/posts/4187146371376710,Darf ich Alkohol trinken oder Sport treiben? Mit welchen Nebenwirkungen ist zu rechnen? Und ab wann bin ich geschützt? Antworten auf die wichtigsten Fragen zur Corona-Impfung.,https://www.facebook.com/ihre.sz/videos/265914688553133/,,,Was Sie nach der Corona-Impfung beachten sollten,,,,,3.27
Bild,bild,25604775729,NEWS_SITE,DE,"Offizielle Seite von BILD. Diskutiere über die Themen des Tages. Einfach ""Gefällt mir"" klicken und mitreden! http://www.BILD.de",2014-02-06 01:43:47 CET,2546152,2527790,2021-05-06 13:03:00 CEST,2021-05-06,13:03:00,Link,516,41,247,2,0,16,206,1,2,1,,-,0,0,0,N/A,https://www.facebook.com/25604775729/posts/10160633295500730,"Nachdem sie die Hose anprobiert hatte, sah Viktoria einen blutigen Kratzer tief in ihrer Haut, so lang wie ein Mittelfinger.",https://www.bild.de/regional/ruhrgebiet/ruhrgebiet-aktuell/sie-will-schmerzensgeld-von-zara-in-victorias-neuer-hose-steckte-ein-nagel-76273554.bild.html,,,In Victorias neuer Hose steckte ein Nagel: Jetzt fordert sie Schmerzensgeld,,,,,3.2
DER SPIEGEL,derspiegel,38246844868,NEWS_SITE,DE,"DER SPIEGEL steht für unabhängigen investigativen Journalismus. Er ermöglicht seinen Leserinnen und Lesern den Blick hinter die Fassade der vordergründigen Nachrichtenwelt, liefert Hintergründe und ordnet ein. DER SPIEGEL sagt, was ist.",2014-08-27 23:54:12 CEST,1924419,2110785,2021-05-06 10:05:04 CEST,2021-05-06,10:05:04,Link,"1,132",834,202,44,16,6,17,0,11,2,,-,0,0,0,N/A,https://www.facebook.com/38246844868/posts/10159925646489869,"Es handle sich um einen Schritt in Richtung globaler Impfstoffgerechtigkeit, »der das Wohlergehen aller Menschen überall in einer schwierigen Zeit in den Vordergrund stellt«, so der Chef der Weltgesundheitsorganisation.",https://www.spiegel.de/wirtschaft/unternehmen/corona-impfstoff-who-lobt-us-vorstoss-zu-moeglicher-aussetzung-von-patentschutz-a-40ee215e-f980-4ad7-8840-3320adf44569,,,Aussetzung von Patentschutz für Coronaimpfstoffe: WHO nennt US-Vorstoß »historisch«,"Die Patente für Coronaimpfstoffe freigeben? Die USA geben ihre Blockade auf – und schließen sich mehr als hundert Ländern an. Die WHO lobt den Schritt, die Aktien der Arzneimittelhersteller brechen ein.",,,,3.18
WELT,welt,97515118114,NEWS_SITE,DE,"Wir informieren euch rund um die Uhr über das Weltgeschehen.

Netiquette: http://to.welt.de/6u1DBfN",2014-09-30 23:07:59 CEST,1065700,1100358,2021-05-06 12:00:11 CEST,2021-05-06,12:00:11,Link,748,184,412,21,8,13,9,36,62,3,,-,0,0,0,N/A,https://www.facebook.com/97515118114/posts/10160043540148115,Künftig können Verurteilte zwischen mehreren Hinrichtungsmethoden wählen.,https://trib.al/sMzzqXN,https://www.welt.de/politik/ausland/article230908363/USA-South-Carolina-fuehrt-Erschiessen-als-Hinrichtungsmethode-ein.html?wtrid=socialmedia.socialflow....socialflow_facebook,,USA: South Carolina führt neue Hinrichtungsmethode ein,,,,,3.16
t-online,tonline,24897707939,MEDIA_NEWS_COMPANY,DE,"t-online, Deutschlands größtes Nachrichtenportal. Jetzt Fan werden!",2015-04-20 14:42:53 CEST,376351,393398,2021-05-06 11:10:38 CEST,2021-05-06,11:10:38,Photo,635,122,300,36,3,2,129,3,40,0,,-,0,0,0,N/A,https://www.facebook.com/24897707939/posts/10159513450062940,Jürgen Trittin war Bundesumweltminister und sitzt jetzt als Abgeordneter für BÜNDNIS 90/DIE GRÜNEN im Bundestag. Im Interview mit t-online geht er mit der #Klimapolitik der anderen Parteien hart ins Gericht: https://www.t-online.de/-/89980156/:=:https://www.t-online.de/nachhaltigkeit/id_89980156/ex-umweltminister-juergen-trittin-die-volkspartei-ist-ein-auslaufmodell-.html,https://www.facebook.com/tonline/photos/a.10150222005337940/10159513456667940/?type=3,,"""Die FDP will keinen Klimaschutz, das interessiert die einen Dreck. Genau so wenig, wie sie die Nöte der Menschen mit kleinem Einkommen interessiert. ist die Anti-Klima-Parte geblieben, die sie immer war."" Jürgen Trittin im t-online-Interview t-online.",,,,,,3.14
Süddeutsche Zeitung,ihre.sz,215982125159841,MEDIA_NEWS_COMPANY,DE,"Deutschlands große Zeitung. Seit 1945. Mit dem Newsportal SZ.de. 
Impressum: http://www.sz.de/impressum
Datenschutz: https://datenschutz.sueddeutsche.de/sz",2014-09-30 23:06:42 CEST,780579,795308,2021-05-05 16:45:48 CEST,2021-05-05,16:45:48,Link,481,317,88,8,21,0,34,2,7,4,,-,0,0,0,N/A,https://www.facebook.com/215982125159841/posts/4186966468061367,"Nach monatelangen Prüfungen entscheidet das unabhängige Aufsichtsgremium des US-Konzerns, dem früheren US-Präsidenten den Zugriff weiter auf unbestimmte Zeit zu verwehren.",https://www.sueddeutsche.de/digital/trump-facebook-sperre-1.5285484,,,Donald Trump bleibt bei Facebook gesperrt,Der frühere US-Präsident Donald Trump bleibt beim weltgrößten Internetnetzwerk Facebook gesperrt.,,,,3.06
Süddeutsche Zeitung,ihre.sz,215982125159841,MEDIA_NEWS_COMPANY,DE,"Deutschlands große Zeitung. Seit 1945. Mit dem Newsportal SZ.de. 
Impressum: http://www.sz.de/impressum
Datenschutz: https://datenschutz.sueddeutsche.de/sz",2014-09-30 23:06:42 CEST,780579,795308,2021-05-05 22:55:00 CEST,2021-05-05,22:55:00,Link,450,306,109,16,6,6,6,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/215982125159841/posts/4187770361314311,Für den Kampf zur weltweiten Eindämmung der Pandemie unterstützt die US-Regierung die Aussetzung von Patenten für die Corona-Impfstoffe.,http://www.sueddeutsche.de/politik/coronavirus-weltweit-kanada-impfstoff-jugendliche-1.5282409,https://www.sueddeutsche.de/politik/coronavirus-weltweit-kanada-impfstoff-jugendliche-1.5282409,,Corona weltweit: USA für Aussetzung von Vakzin-Patenten,,,,,2.98
ZDF heute,ZDFheute,112784955679,BROADCASTING_MEDIA_PRODUCTION,DE,Was auf der Welt passiert und alle angeht - mit ZDFheute rund um die Uhr informiert sein.,2014-10-06 20:30:23 CEST,1260787,1425278,2021-05-06 13:03:43 CEST,2021-05-06,13:03:43,Native Video,"1,287",346,465,145,3,6,60,10,251,1,owned,Yes,27092,28787,0,00:02:44,https://www.facebook.com/112784955679/posts/10159574049285680,Hat man Kinder nicht gut genug vor Corona geschützt? Bei Kindern und Jugendlichen sind die Inzidenzzahlen im Vergleich zu Erwachsenen erschreckend hoch. Dr. Chrisian Kröner plädiert deshalb für eine Corona-Impfung für Kinder. Die ganze Sendung: https://kurz.zdf.de/gCO/:=:https://www.zdf.de/gesellschaft/markus-lanz/markus-lanz-vom-5-mai-2021-100.html#xtor=CS5-48,https://www.facebook.com/ZDFheute/videos/964262397447821/,,,Kinder vor Corona besser schützen?,,,,,2.98
FOCUS Online,focus.de,37124189409,NEWS_SITE,DE,"Aktuelle Nachrichten und Hintergründe von FOCUS und FOCUS Online. ""Gefällt mir"" klicken und mitdiskutieren.",2014-09-30 23:07:01 CEST,894660,901536,2021-05-05 21:30:04 CEST,2021-05-05,21:30:04,Link,548,63,352,1,1,8,106,2,15,0,,-,0,0,0,N/A,https://www.facebook.com/37124189409/posts/10159868585349410,"""Das war von mir unglücklich ausgedrückt"", so Lehmann.",https://www.focus.de/sport/fussball/wirbel-um-whatsapp-nachricht-lehmann-erklaert-quotenschwarzer-eklat-war-positiv-gemeint_id_13265153.html?utm_source=facebook&utm_medium=social&utm_campaign=facebook-focus-online-panorama&fbc=facebook-focus-online-panorama&ts=202105051404&cid=05052021,,,"Lehmann erklärt ""Quotenschwarzer""-Eklat: ""War positiv gemeint""","Ex-Fußballprofi Dennis Aogo zeigt in seiner Instagram-Story eine Whatsapp-Nachricht von Jens Lehmann, der Aogo dort als ´Quotenschwarzen´ bezeichnet. Der frühere Nationalkeeper entschuldigt sich, verliert aber seinen Job als Aufsichtsrat von Hertha BSC, das sich von Rassismus distanziert.",,,,2.98
FOCUS Online,focus.de,37124189409,NEWS_SITE,DE,"Aktuelle Nachrichten und Hintergründe von FOCUS und FOCUS Online. ""Gefällt mir"" klicken und mitdiskutieren.",2014-09-30 23:07:01 CEST,894660,901536,2021-05-05 19:30:02 CEST,2021-05-05,19:30:02,Link,540,440,31,29,4,2,4,2,0,28,,-,0,0,0,N/A,https://www.facebook.com/37124189409/posts/10159868350809410,"Von ihrer Chefin fühlt sie sich so schikaniert, dass sie schließlich kündigt!",https://www.focus.de/panorama/abschiedsbrief-ging-viral-putzfrau-rechnet-mit-ex-chefin-ab-nicht-besser-als-eine-reinigungskraft_id_13266640.html?utm_source=facebook&utm_medium=social&utm_campaign=facebook-focus-online-panorama&fbc=facebook-focus-online-panorama&ts=202105051849&cid=05052021,,,"Putzfrau rechnet mit Ex-Chefin ab: ""Nicht besser als eine Reinigungskraft!""","Die Reinigungskraft Julie Cousins liebt ihren Job. Doch von ihrer Chefin fühlt sie sich so schikaniert, dass sie schließlich kündigt. Im Abfalleimer hinterlässt sie ihrer ehemaligen Vorgesetzten einen Abschiedsbrief - mit deutlichen Worten.",,,,2.92
Bild,bild,25604775729,NEWS_SITE,DE,"Offizielle Seite von BILD. Diskutiere über die Themen des Tages. Einfach ""Gefällt mir"" klicken und mitreden! http://www.BILD.de",2014-02-06 01:43:47 CET,2546152,2527790,2021-05-06 12:03:00 CEST,2021-05-06,12:03:00,Link,563,50,268,12,2,13,173,28,16,1,,-,0,0,0,N/A,https://www.facebook.com/25604775729/posts/10160633207170730,Er fühlte sich bei einem Open Air wegen seines Alters diskriminiert. Doch das Gericht sah das anders.,https://www.bild.de/regional/stuttgart/stuttgart-aktuell/bgh-weist-klage-ab-tuersteher-durfte-mann-als-zu-alt-abweisen-76296052.bild.html,,,Mann (44) zu alt für Techno-Party: Bundesgerichtshof weist Diskriminierungs-Klage ab,,,,,2.9
ntv Nachrichten,ntvNachrichten,126049165307,TV_CHANNEL,DE,"Breaking News, aktuelle Videos und Artikel von http://www.n-tv.de | Zum Impressum",2014-10-06 20:31:53 CEST,1067380,1143733,2021-05-06 06:34:17 CEST,2021-05-06,06:34:17,Link,487,141,146,26,1,2,65,2,104,0,,-,0,0,0,N/A,https://www.facebook.com/126049165307/posts/10158280425095308,"Spahn plant das ""ab sofort""!",https://www.n-tv.de/politik/Spahn-will-Astrazeneca-komplett-freigeben-article22536571.html?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1620275440,,,Astrazeneca für alle und mit nur vier Wochen Abstand,"Während sich Ganz- und Teilimmunisierte auf Corona-Lockerungen freuen können, wächst die Ungeduld bei denen, die noch nicht an der Impf-Reihe sind. Eine Abkürzung könnte nach den Plänen von Gesundheitsminister Spahn demnächst das Präparat von Astrazeneca sein.",,,,2.88
